x1_scaled,T_K_scaled,P_kPa_scaled,y1
-1.3624092153134038,-1.1732399496407282,-1.3678940092779692,0.014496714153011233
-1.3601793418687733,-1.1779315995739965,-1.3678940092779692,0.020791824666434623
-1.357949468424143,-1.1815765670267908,-1.3678940092779692,0.028544195325259633
-1.3557195949795124,-1.1861273637056486,-1.3678940092779692,0.03641247018554149
-1.3534897215348822,-1.1893895465821969,-1.3678940092779692,0.04166492308928012
-1.351259848090252,-1.1925458328393699,-1.3678940092779692,0.04868146510529382
-1.3490299746456216,-1.1956618518559887,-1.3678940092779692,0.05750841680983359
-1.3468001012009914,-1.198748957441594,-1.3678940092779692,0.06369750385987998
-1.3445702277563611,-1.201242837288499,-1.3678940092779692,0.06943890995598481
-1.3423403543117305,-1.2043581356499515,-1.3678940092779692,0.07739689654196427
-1.3401104808671003,-1.2066274460687791,-1.3678940092779692,0.08329469477776427
-1.3378806074224698,-1.2089740596203353,-1.3678940092779692,0.09014416937541898
-1.3356507339778396,-1.2111967157849213,-1.3678940092779692,0.09764184561565585
-1.3334208605332092,-1.213404119187085,-1.3678940092779692,0.10220497174169481
-1.331190987088579,-1.2161214107722376,-1.3678940092779692,0.10903027409373857
-1.3289611136439485,-1.2184110745072658,-1.3678940092779692,0.11673860250502001
-1.326731240199318,-1.2197955813891586,-1.3678940092779692,0.12273270206052028
-1.3245013667546879,-1.2222199800486964,-1.3678940092779692,0.13039356363313656
-1.3222714933100574,-1.2246957071246016,-1.3678940092779692,0.1353869399988049
-1.3200416198654272,-1.2262478893416953,-1.3678940092779692,0.14097901037280136
-1.3178117464207968,-1.228835178440169,-1.3678940092779692,0.14983375763786777
-1.3155818729761664,-1.2307297430516628,-1.3678940092779692,0.15399931472724124
-1.3133519995315361,-1.233216148168181,-1.3678940092779692,0.1600295313241426
-1.3111221260869057,-1.2348299520384929,-1.3678940092779692,0.16415383952688659
-1.3088922526422753,-1.2370570695781948,-1.3678940092779692,0.1705302046531119
-1.306662379197645,-1.2397256066170659,-1.3678940092779692,0.17656066727174868
-1.3044325057530146,-1.2414696147131576,-1.3678940092779692,0.18055280861785622
-1.3022026323083844,-1.243600795881882,-1.3678940092779692,0.18721241215824055
-1.299972758863754,-1.2454022353817715,-1.3678940092779692,0.19125159565331604
-1.2977428854191235,-1.2480130220693055,-1.3678940092779692,0.19646570943941755
-1.2955130119744933,-1.249494051263672,-1.3678940092779692,0.2009576628161313
-1.2932831385298629,-1.2513040466672674,-1.3678940092779692,0.20811755999573145
-1.2910532650852327,-1.2539760369332305,-1.3678940092779692,0.2108687918635962
-1.2888233916406022,-1.2556977121048871,-1.3678940092779692,0.21435982908127757
-1.2865935181959718,-1.2578065589733474,-1.3678940092779692,0.22070072823956172
-1.2843636447513416,-1.2591875159292052,-1.3678940092779692,0.22305052414057625
-1.2821337713067114,-1.2607872062800782,-1.3678940092779692,0.22881310574504232
-1.279903897862081,-1.262450592520574,-1.3678940092779692,0.23092428503258763
-1.2776740244174505,-1.264737624353166,-1.3678940092779692,0.23578877534090728
-1.2754441509728203,-1.2662118064543817,-1.3678940092779692,0.2415002734086182
-1.2732142775281898,-1.268951893509252,-1.3678940092779692,0.24617856566040816
-1.2709844040835596,-1.2709511159862688,-1.3678940092779692,0.2496951506060974
-1.2687545306389292,-1.272401651734178,-1.3678940092779692,0.25343557383595566
-1.2665246571942987,-1.2741763826987569,-1.3678940092779692,0.25721807497724364
-1.2642947837496685,-1.2761730687610866,-1.3678940092779692,0.259945890210118
-1.262064910305038,-1.2785969476738297,-1.3678940092779692,0.26454383870501713
-1.2598350368604077,-1.2798879481091983,-1.3678940092779692,0.26857311225276337
-1.2576051634157772,-1.2820311026105822,-1.3678940092779692,0.2737884989697491
-1.255375289971147,-1.283258648808297,-1.3678940092779692,0.276696938574512
-1.2531454165265168,-1.2850751164198049,-1.3678940092779692,0.2781333017047113
-1.2509155430818863,-1.2871236687356769,-1.3678940092779692,0.28368128565042716
-1.248685669637256,-1.2886437212393809,-1.3678940092779692,0.2863475776795131
